Тип;Время_мс;Операции
Insert;0,008900;81
Insert;0,002600;99
Insert;0,001700;63
Insert;0,001400;50
Insert;0,002200;90
Insert;0,002000;72
Insert;0,002000;77
Insert;0,001900;81
Insert;0,002500;86
Insert;0,002000;68
Insert;0,002500;113
Insert;0,002200;95
Insert;0,001700;72
Insert;0,001500;68
Insert;0,003600;144
Insert;0,002000;81
Insert;0,002300;86
Insert;0,001800;72
Insert;0,001300;54
Insert;0,002300;90
Insert;0,002000;90
Insert;0,002400;86
Insert;0,001700;68
Insert;0,001500;59
Insert;0,001100;54
Insert;0,001600;63
Insert;0,001900;81
Insert;0,002100;90
Insert;0,001900;81
Insert;0,001000;41
Insert;0,002200;108
Insert;0,001700;77
Insert;0,001700;63
Insert;0,002200;86
Insert;0,001400;59
Insert;0,001500;68
Insert;0,001600;72
Insert;0,002400;117
Insert;0,002600;113
Insert;0,002600;108
Insert;0,001400;68
Insert;0,001400;63
Insert;0,001300;63
Insert;0,001600;63
Insert;0,002300;95
Insert;0,001800;95
Insert;0,001700;77
Insert;0,001600;72
Insert;0,002000;95
Insert;0,001500;59
Insert;0,002300;90
Insert;0,002100;104
Insert;0,001700;81
Insert;0,002000;95
Insert;0,001700;90
Insert;0,002300;95
Insert;0,001800;86
Insert;0,001600;63
Insert;0,002300;108
Insert;0,002000;81
Insert;0,001900;90
Insert;0,001800;77
Insert;0,001700;72
Insert;0,001000;50
Insert;0,001400;59
Insert;0,001100;50
Insert;0,002000;86
Insert;0,003400;140
Insert;0,002900;99
Insert;0,001800;77
Insert;0,013600;95
Insert;0,002000;86
Insert;0,002000;90
Insert;0,001800;68
Insert;0,002300;104
Insert;0,003000;122
Insert;0,001700;72
Insert;0,002000;81
Insert;0,001500;63
Insert;0,001300;59
Insert;0,001800;77
Insert;0,001100;50
Insert;0,002300;99
Insert;0,002900;122
Insert;0,001800;86
Insert;0,001400;77
Insert;0,002400;90
Insert;0,001800;77
Insert;0,001600;63
Insert;0,001500;63
Insert;0,001400;63
Insert;0,002100;90
Insert;0,002500;113
Insert;0,001300;54
Insert;0,001100;54
Insert;0,002100;86
Insert;0,001300;59
Insert;0,001800;86
Insert;0,001300;63
Insert;0,002100;108
Insert;0,002000;77
Insert;0,002100;99
Insert;0,001800;72
Insert;0,001900;95
Insert;0,002400;117
Insert;0,002600;117
Insert;0,002200;108
Insert;0,001900;81
Insert;0,002400;104
Insert;0,002300;104
Insert;0,002300;90
Insert;0,002500;104
Insert;0,001500;63
Insert;0,001900;95
Insert;0,001800;86
Insert;0,001400;72
Insert;0,002200;104
Insert;0,002500;104
Insert;0,002100;90
Insert;0,001200;54
Insert;0,002100;99
Insert;0,000900;45
Insert;0,001200;63
Insert;0,001800;86
Insert;0,002000;95
Insert;0,002200;95
Insert;0,001200;54
Insert;0,001300;54
Insert;0,001800;90
Insert;0,001200;54
Insert;0,001900;99
Insert;0,001300;63
Insert;0,001900;90
Insert;0,001600;81
Insert;0,002700;113
Insert;0,001100;45
Insert;0,001500;81
Insert;0,002500;99
Insert;0,001600;77
Insert;0,002200;90
Insert;0,001700;81
Insert;0,002000;99
Insert;0,002200;90
Insert;0,001400;63
Insert;0,001800;95
Insert;0,000700;45
Insert;0,001600;68
Insert;0,002600;113
Insert;0,002100;81
Insert;0,002900;113
Insert;0,002500;90
Insert;0,002600;86
Insert;0,001800;63
Insert;0,001300;72
Insert;0,002500;99
Insert;0,001800;77
Insert;0,002000;81
Insert;0,001600;59
Insert;0,004000;140
Insert;0,001900;77
Insert;0,001800;77
Insert;0,002300;95
Insert;0,002500;90
Insert;0,002200;81
Insert;0,001900;63
Insert;0,001700;59
Insert;0,002300;86
Insert;0,002400;86
Insert;0,001600;68
Insert;0,002800;99
Insert;0,002200;86
Insert;0,001500;50
Insert;0,003000;104
Insert;0,002500;90
Insert;0,002200;90
Insert;0,002800;95
Insert;0,001700;86
Insert;0,002400;86
Insert;0,002100;68
Insert;0,001400;59
Insert;0,002300;90
Insert;0,001400;45
Insert;0,002200;77
Insert;0,003200;131
Insert;0,002900;95
Insert;0,002100;86
Insert;0,002300;104
Insert;0,002300;99
Insert;0,001100;59
Insert;0,001500;81
Insert;0,001700;72
Insert;0,001300;59
Insert;0,001600;72
Insert;0,000900;50
Insert;0,001300;59
Insert;0,002400;104
Insert;0,002000;95
Insert;0,001400;63
Insert;0,001500;72
Insert;0,002400;90
Insert;0,001700;77
Insert;0,001300;54
Insert;0,001500;68
Insert;0,001400;59
Insert;0,001900;86
Insert;0,001700;86
Insert;0,002100;99
Insert;0,002600;126
Insert;0,001200;54
Insert;0,002600;122
Insert;0,001700;68
Insert;0,001200;59
Insert;0,001600;77
Insert;0,001800;81
Insert;0,001600;77
Insert;0,002000;95
Insert;0,001700;72
Insert;0,001600;77
Insert;0,001900;99
Insert;0,001700;86
Insert;0,001500;63
Insert;0,002100;90
Insert;0,002100;86
Insert;0,002000;81
Insert;0,001400;63
Insert;0,001900;90
Insert;0,002300;99
Insert;0,001200;54
Insert;0,001600;72
Insert;0,002000;95
Insert;0,000900;45
Insert;0,002100;90
Insert;0,001500;72
Insert;0,002200;113
Insert;0,002200;104
Insert;0,002200;86
Insert;0,002600;122
Insert;0,002400;104
Insert;0,001600;77
Insert;0,001000;50
Insert;0,001700;72
Insert;0,001900;95
Insert;0,001800;86
Insert;0,001400;63
Insert;0,001700;72
Insert;0,001500;77
Insert;0,001400;68
Insert;0,002200;104
Insert;0,001100;54
Insert;0,001800;90
Insert;0,002200;90
Insert;0,001800;81
Insert;0,002100;90
Insert;0,001600;81
Insert;0,001700;90
Insert;0,001800;72
Insert;0,001500;72
Insert;0,001900;95
Insert;0,001700;86
Insert;0,002300;104
Insert;0,001700;81
Insert;0,001700;77
Insert;0,001700;77
Insert;0,001300;68
Insert;0,002400;108
Insert;0,002200;108
Insert;0,001300;59
Insert;0,002600;90
Insert;0,002600;81
Insert;0,001700;50
Insert;0,001900;81
Insert;0,002800;95
Insert;0,002400;104
Insert;0,003900;86
Insert;0,002600;81
Insert;0,006000;122
Insert;0,003100;81
Insert;0,002800;72
Insert;0,002400;72
Insert;0,002100;86
Insert;0,001600;54
Insert;0,003100;104
Insert;0,002700;86
Insert;0,001800;81
Insert;0,002000;72
Insert;0,002000;68
Insert;0,002500;86
Insert;0,001600;45
Insert;0,001900;59
Insert;0,001900;81
Insert;0,002000;90
Insert;0,001000;50
Insert;0,003600;122
Insert;0,001300;63
Insert;0,002300;77
Insert;0,002300;81
Insert;0,001100;41
Insert;0,002400;86
Insert;0,002600;86
Insert;0,002300;77
Insert;0,002800;104
Insert;0,001600;63
Insert;0,002500;90
Insert;0,002800;77
Insert;0,002400;86
Insert;0,002600;90
Insert;0,002300;77
Insert;0,002300;90
Insert;0,001500;50
Insert;0,003000;108
Insert;0,001100;32
Insert;0,002400;81
Insert;0,001200;45
Insert;0,002000;81
Insert;0,002300;81
Insert;0,002500;86
Insert;0,001700;68
Insert;0,002400;104
Insert;0,003100;95
Insert;0,002200;81
Insert;0,002400;99
Insert;0,002000;68
Insert;0,002700;95
Insert;0,002300;72
Insert;0,001900;63
Insert;0,002500;90
Insert;0,001900;63
Insert;0,002400;95
Insert;0,002200;81
Insert;0,002300;86
Insert;0,002700;99
Insert;0,002400;81
Insert;0,002500;86
Insert;0,003200;122
Insert;0,002100;77
Insert;0,002300;86
Insert;0,002500;90
Insert;0,002300;86
Insert;0,002300;81
Insert;0,002000;72
Insert;0,003200;117
Insert;0,001900;86
Insert;0,002100;99
Insert;0,002000;95
Insert;0,001900;72
Insert;0,001300;63
Insert;0,001700;77
Insert;0,002400;122
Insert;0,001300;59
Insert;0,001700;81
Insert;0,003200;117
Insert;0,002000;90
Insert;0,001500;68
Insert;0,001800;77
Insert;0,001800;72
Insert;0,001200;59
Insert;0,001400;59
Insert;0,002400;104
Insert;0,001900;81
Insert;0,002800;95
Insert;0,002800;131
Insert;0,001900;81
Insert;0,001800;86
Insert;0,001700;81
Insert;0,001800;68
Insert;0,002600;108
Insert;0,002500;108
Insert;0,001100;59
Insert;0,001800;90
Insert;0,001600;72
Insert;0,001700;81
Insert;0,001200;50
Insert;0,001800;77
Insert;0,001100;54
Insert;0,002300;99
Insert;0,001300;54
Insert;0,003200;135
Insert;0,001600;68
Insert;0,001800;72
Insert;0,002300;104
Insert;0,001800;86
Insert;0,002500;117
Insert;0,002200;99
Insert;0,001700;72
Insert;0,001200;59
Insert;0,001800;86
Insert;0,002000;95
Insert;0,001700;86
Insert;0,002300;113
Insert;0,001900;77
Insert;0,002000;95
Insert;0,002400;90
Insert;0,001000;41
Insert;0,001800;86
Insert;0,002000;77
Insert;0,002300;104
Insert;0,001800;86
Insert;0,001600;54
Insert;0,002100;59
Insert;0,002600;81
Insert;0,002700;86
Insert;0,003400;95
Insert;0,001500;72
Insert;0,000900;41
Insert;0,002100;104
Insert;0,002000;77
Insert;0,002200;95
Insert;0,001700;63
Insert;0,001300;77
Insert;0,001800;81
Insert;0,002100;95
Insert;0,010800;81
Insert;0,002800;126
Insert;0,001900;72
Insert;0,001200;63
Insert;0,002100;95
Insert;0,002000;68
Insert;0,001700;59
Insert;0,002100;72
Insert;0,002200;81
Insert;0,002600;113
Insert;0,002200;77
Insert;0,005300;86
Insert;0,001300;50
Insert;0,002500;95
Insert;0,002800;99
Insert;0,001900;81
Insert;0,001000;45
Insert;0,002000;90
Insert;0,001900;95
Insert;0,001400;68
Insert;0,003000;140
Insert;0,001800;81
Insert;0,002800;99
Insert;0,001800;81
Insert;0,002000;81
Insert;0,001600;77
Insert;0,002000;95
Insert;0,001500;72
Insert;0,001300;63
Insert;0,002200;99
Insert;0,001600;54
Insert;0,001300;63
Insert;0,002000;86
Insert;0,002100;113
Insert;0,001400;63
Insert;0,001800;90
Insert;0,001900;81
Insert;0,001500;68
Insert;0,001700;81
Insert;0,001300;68
Insert;0,001200;59
Insert;0,001800;77
Insert;0,002000;99
Insert;0,002600;99
Insert;0,001000;45
Insert;0,002100;86
Insert;0,009100;81
Insert;0,001600;72
Insert;0,001700;81
Insert;0,001600;81
Insert;0,001900;90
Insert;0,001700;81
Insert;0,001600;72
Insert;0,001100;50
Insert;0,001900;86
Insert;0,001700;90
Insert;0,001600;81
Insert;0,001700;90
Insert;0,002200;108
Insert;0,001500;59
Insert;0,002500;108
Insert;0,001600;68
Insert;0,001800;86
Insert;0,001900;99
Insert;0,002200;108
Insert;0,001500;77
Insert;0,001900;95
Insert;0,001500;63
Insert;0,001800;81
Insert;0,002100;90
Insert;0,001700;86
Insert;0,002000;95
Insert;0,002600;90
Insert;0,001200;59
Insert;0,001200;50
Insert;0,001900;86
Insert;0,001700;99
Insert;0,001700;81
Insert;0,001900;90
Insert;0,001800;99
Insert;0,001900;86
Insert;0,002200;104
Insert;0,002000;86
Insert;0,001200;50
Insert;0,002100;90
Insert;0,001500;68
Insert;0,001500;77
Insert;0,001900;99
Insert;0,001300;59
Insert;0,002500;122
Insert;0,001900;90
Insert;0,002200;99
Insert;0,001900;63
Insert;0,001800;90
Insert;0,002200;86
Insert;0,001100;54
Insert;0,003300;135
Insert;0,001300;63
Insert;0,001200;63
Insert;0,001000;54
Insert;0,001500;63
Insert;0,001600;81
Insert;0,002300;126
Insert;0,001800;81
Insert;0,001500;63
Insert;0,001300;59
Insert;0,001400;77
Insert;0,001800;63
Insert;0,002400;95
Insert;0,001700;77
Insert;0,001600;90
Insert;0,001500;68
Insert;0,001700;81
Insert;0,002300;104
Insert;0,001600;68
Insert;0,002000;86
Insert;0,001500;68
Insert;0,002300;95
Insert;0,001200;54
Insert;0,002000;108
Insert;0,002300;117
Insert;0,001700;72
Insert;0,001400;72
Insert;0,001900;77
Insert;0,002400;113
Insert;0,001600;86
Insert;0,002300;95
Insert;0,001800;99
Insert;0,001600;72
Insert;0,001400;59
Insert;0,002600;113
Insert;0,001600;63
Insert;0,001700;72
Insert;0,001300;59
Insert;0,001500;59
Insert;0,001900;90
Insert;0,001400;59
Insert;0,001800;68
Insert;0,002000;86
Insert;0,002200;86
Insert;0,001900;81
Insert;0,001600;54
Insert;0,001500;63
Insert;0,000800;45
Insert;0,001500;59
Insert;0,001800;72
Insert;0,001900;72
Insert;0,001400;54
Insert;0,001900;77
Insert;0,002100;95
Insert;0,001800;90
Insert;0,001700;81
Insert;0,001800;86
Insert;0,002100;95
Insert;0,001600;72
Insert;0,002300;117
Insert;0,002000;86
Insert;0,001700;68
Insert;0,001600;63
Insert;0,001400;63
Insert;0,002000;90
Insert;0,001300;68
Insert;0,001800;86
Insert;0,001500;81
Insert;0,001700;68
Insert;0,001300;59
Insert;0,001700;95
Insert;0,001400;54
Insert;0,001800;81
Insert;0,001500;77
Insert;0,001900;86
Insert;0,002600;117
Insert;0,002000;81
Insert;0,001900;99
Insert;0,001200;59
Insert;0,002500;104
Insert;0,002500;117
Insert;0,001700;77
Insert;0,001800;77
Insert;0,001400;63
Insert;0,001700;86
Insert;0,001300;63
Insert;0,001600;68
Insert;0,001800;95
Insert;0,001100;41
Insert;0,001900;81
Insert;0,002000;90
Insert;0,001200;36
Insert;0,001400;72
Insert;0,002200;113
Insert;0,001800;72
Insert;0,002000;68
Insert;0,001900;90
Insert;0,002200;90
Insert;0,002000;95
Insert;0,001900;90
Insert;0,001100;45
Insert;0,002200;113
Insert;0,001300;59
Insert;0,002100;81
Insert;0,001600;77
Insert;0,001800;95
Insert;0,002100;95
Insert;0,001900;63
Insert;0,001500;54
Insert;0,002200;86
Insert;0,003000;108
Insert;0,002500;104
Insert;0,001600;72
Insert;0,002200;77
Insert;0,002200;77
Insert;0,001700;63
Insert;0,002100;72
Insert;0,002900;90
Insert;0,002100;81
Insert;0,002200;81
Insert;0,002400;90
Insert;0,001700;59
Insert;0,002900;104
Insert;0,002400;90
Insert;0,002000;77
Insert;0,002500;104
Insert;0,001800;72
Insert;0,002800;95
Insert;0,000900;41
Insert;0,002000;77
Insert;0,002500;95
Insert;0,002700;86
Insert;0,001200;54
Insert;0,002000;72
Insert;0,001900;59
Insert;0,002300;72
Insert;0,001900;59
Insert;0,002300;86
Insert;0,002100;72
Insert;0,002600;95
Insert;0,002200;95
Insert;0,001900;95
Insert;0,002500;90
Insert;0,001200;45
Insert;0,003400;131
Insert;0,001700;72
Insert;0,001900;68
Insert;0,002200;72
Insert;0,003600;86
Insert;0,002000;63
Insert;0,002600;86
Insert;0,002000;77
Insert;0,002400;81
Insert;0,003400;86
Insert;0,003000;95
Insert;0,003700;81
Insert;0,001700;68
Insert;0,001900;81
Insert;0,003600;131
Insert;0,003100;104
Insert;0,003000;108
Insert;0,002600;95
Insert;0,002300;72
Insert;0,002100;104
Insert;0,005800;63
Insert;0,002700;86
Insert;0,002500;95
Insert;0,001900;59
Insert;0,001400;63
Insert;0,003000;113
Insert;0,002400;90
Insert;0,002800;90
Insert;0,002300;90
Insert;0,002300;99
Insert;0,002300;81
Insert;0,002500;77
Insert;0,002300;99
Insert;0,002400;77
Insert;0,001200;63
Insert;0,001900;95
Insert;0,001400;68
Insert;0,001800;90
Insert;0,001300;50
Insert;0,001800;86
Insert;0,000900;45
Insert;0,001600;81
Insert;0,002300;99
Insert;0,001700;77
Insert;0,001500;68
Insert;0,001700;90
Insert;0,001600;81
Insert;0,001400;68
Insert;0,001500;77
Insert;0,001700;81
Insert;0,002000;113
Insert;0,001400;63
Insert;0,001300;59
Insert;0,001800;68
Insert;0,002500;113
Insert;0,001300;63
Insert;0,003600;162
Insert;0,001400;68
Insert;0,001800;90
Insert;0,001500;63
Insert;0,001600;77
Insert;0,001500;63
Insert;0,001500;68
Insert;0,002600;126
Insert;0,001100;50
Insert;0,001200;59
Insert;0,002100;90
Insert;0,002300;104
Insert;0,002200;108
Insert;0,001700;95
Insert;0,001800;86
Insert;0,001600;81
Insert;0,000900;45
Insert;0,002200;95
Insert;0,001400;68
Insert;0,001800;90
Insert;0,001600;81
Insert;0,002400;113
Insert;0,001700;63
Insert;0,001800;68
Insert;0,002800;99
Insert;0,001900;45
Insert;0,002000;77
Insert;0,000800;36
Insert;0,002700;90
Insert;0,002800;90
Insert;0,002400;86
Insert;0,001600;63
Insert;0,001600;77
Insert;0,002000;72
Insert;0,005100;72
Insert;0,002400;72
Insert;0,004000;86
Insert;0,002800;104
Insert;0,002000;59
Insert;0,002900;99
Insert;0,002000;77
Insert;0,002400;90
Insert;0,002200;77
Insert;0,003700;117
Insert;0,012900;95
Insert;0,003000;108
Insert;0,003700;54
Insert;0,002600;95
Insert;0,002900;90
Insert;0,001200;32
Insert;0,002800;95
Insert;0,002500;86
Insert;0,001600;63
Insert;0,001300;50
Insert;0,001900;68
Insert;0,002500;99
Insert;0,002900;95
Insert;0,001200;41
Insert;0,002300;113
Insert;0,001200;59
Insert;0,002000;95
Insert;0,002000;81
Insert;0,002200;99
Insert;0,002000;86
Insert;0,003100;122
Insert;0,002200;104
Insert;0,001700;72
Insert;0,001400;59
Insert;0,002600;135
Insert;0,001800;86
Insert;0,002000;86
Insert;0,001600;59
Insert;0,001100;45
Insert;0,001900;81
Insert;0,001800;86
Insert;0,001300;68
Insert;0,001400;68
Insert;0,002700;131
Insert;0,001600;81
Insert;0,002000;95
Insert;0,001600;68
Insert;0,001800;86
Insert;0,001200;54
Insert;0,001400;63
Insert;0,001600;81
Insert;0,001900;90
Insert;0,002300;108
Insert;0,001100;54
Insert;0,001800;90
Insert;0,001200;54
Insert;0,001900;99
Insert;0,001900;99
Insert;0,001800;77
Insert;0,001700;63
Insert;0,001500;77
Insert;0,001800;81
Insert;0,002000;95
Insert;0,002300;81
Insert;0,001400;63
Insert;0,001400;63
Insert;0,001600;68
Insert;0,002200;113
Insert;0,001400;72
Insert;0,000800;32
Insert;0,002200;108
Insert;0,002000;95
Insert;0,002400;86
Insert;0,002700;95
Insert;0,002200;86
Insert;0,003100;104
Insert;0,001200;50
Insert;0,002300;77
Insert;0,001700;63
Insert;0,002100;72
Insert;0,001600;72
Insert;0,001200;45
Insert;0,002300;77
Insert;0,002200;72
Insert;0,001500;72
Insert;0,002800;95
Insert;0,001600;72
Insert;0,002100;90
Insert;0,002500;81
Insert;0,002100;81
Insert;0,002600;95
Insert;0,002600;95
Insert;0,002700;86
Insert;0,003000;104
Insert;0,002500;95
Insert;0,002400;63
Insert;0,001900;72
Insert;0,002700;104
Insert;0,001900;77
Insert;0,002100;95
Insert;0,001200;59
Insert;0,002900;108
Insert;0,002000;72
Insert;0,002200;90
Insert;0,002700;95
Insert;0,002100;86
Insert;0,001700;59
Insert;0,001300;50
Insert;0,001400;45
Insert;0,002300;68
Insert;0,002800;86
Insert;0,001400;72
Insert;0,002500;81
Insert;0,003200;113
Insert;0,002400;77
Insert;0,002700;104
Insert;0,002500;95
Insert;0,002300;72
Insert;0,001500;59
Insert;0,001300;54
Insert;0,001500;68
Insert;0,002000;81
Insert;0,002100;104
Insert;0,002400;104
Insert;0,001600;77
Insert;0,001800;86
Insert;0,002100;81
Insert;0,001200;50
Insert;0,002200;99
Insert;0,001500;72
Insert;0,002500;122
Insert;0,001700;63
Insert;0,003400;153
Insert;0,002300;117
Insert;0,002300;104
Insert;0,002200;104
Insert;0,002200;90
Insert;0,001600;59
Insert;0,001800;86
Insert;0,002100;117
Insert;0,001800;90
Insert;0,004500;63
Insert;0,002400;113
Insert;0,001200;54
Insert;0,002300;104
Insert;0,001400;63
Insert;0,001800;81
Insert;0,002300;95
Insert;0,001800;77
Insert;0,002000;95
Insert;0,001800;86
Insert;0,001300;63
Insert;0,002300;95
Insert;0,001800;86
Insert;0,000900;45
Insert;0,001100;50
Insert;0,001900;90
Insert;0,001400;72
Insert;0,002400;108
Insert;0,002200;77
Insert;0,001500;68
Insert;0,001900;95
Insert;0,001400;63
Insert;0,002100;90
Insert;0,002200;113
Insert;0,002000;90
Insert;0,002000;95
Insert;0,001900;77
Insert;0,001500;63
Insert;0,001800;77
Insert;0,001700;77
Insert;0,001400;72
Insert;0,001300;63
Insert;0,001800;86
Insert;0,001800;86
Insert;0,001300;59
Insert;0,001600;77
Insert;0,001900;81
Insert;0,008700;41
Insert;0,002100;104
Insert;0,003000;99
Insert;0,002300;99
Insert;0,002000;99
Insert;0,001900;77
Insert;0,001000;50
Insert;0,001300;54
Insert;0,001800;81
Insert;0,001600;86
Insert;0,001500;63
Insert;0,001600;72
Insert;0,001000;54
Insert;0,002200;95
Insert;0,001400;72
Insert;0,001800;104
Insert;0,002300;108
Insert;0,002800;135
Insert;0,001100;41
Insert;0,002100;81
Insert;0,001700;77
Insert;0,001800;86
Insert;0,001600;81
Insert;0,001900;95
Insert;0,001300;72
Insert;0,001300;54
Insert;0,001200;59
Insert;0,002000;72
Insert;0,002700;113
Insert;0,002600;90
Insert;0,002100;90
Insert;0,002300;104
Insert;0,002100;90
Insert;0,002200;99
Insert;0,002100;72
Insert;0,003000;99
Insert;0,002400;81
Insert;0,002000;86
Insert;0,002400;86
Insert;0,002800;86
Insert;0,001800;63
Insert;0,002500;90
Insert;0,003300;126
Insert;0,002300;72
Insert;0,001500;63
Insert;0,002100;63
Insert;0,001800;50
Insert;0,002100;68
Insert;0,002400;99
Insert;0,002700;95
Insert;0,002500;86
Insert;0,003000;86
Insert;0,001600;68
Insert;0,002100;108
Insert;0,003200;122
Insert;0,002000;86
Insert;0,002200;77
Insert;0,001400;72
Insert;0,001000;50
Insert;0,001000;41
Insert;0,002000;95
Insert;0,001900;104
Insert;0,001300;72
Insert;0,001700;81
Insert;0,001600;72
Insert;0,001800;77
Insert;0,001800;63
Insert;0,001200;54
Insert;0,002300;99
Insert;0,002300;108
Insert;0,001200;50
Insert;0,002600;99
Insert;0,001600;63
Insert;0,001500;59
Insert;0,002500;95
Insert;0,002800;122
Insert;0,002100;104
Insert;0,001400;68
Insert;0,001900;81
Insert;0,002100;81
Insert;0,001100;54
Insert;0,001600;68
Insert;0,001100;50
Insert;0,002000;95
Insert;0,001100;59
Insert;0,001300;54
Insert;0,001300;72
Insert;0,001300;59
Insert;0,002000;77
Insert;0,002500;122
Insert;0,002200;99
Insert;0,002000;90
Insert;0,001100;50
Insert;0,001700;86
Insert;0,001300;68
Insert;0,002100;90
Insert;0,001900;95
Insert;0,001800;77
Insert;0,002600;113
Insert;0,001700;77
Insert;0,001000;50
Insert;0,002500;117
Insert;0,002000;86
Insert;0,002300;81
Insert;0,001500;72
Insert;0,002400;99
Insert;0,001700;77
Insert;0,002300;122
Insert;0,001700;77
Insert;0,001700;72
Insert;0,002000;81
Insert;0,002400;77
Insert;0,002400;77
Insert;0,001800;77
Insert;0,003900;104
Insert;0,001600;59
Insert;0,001800;68
Insert;0,001400;81
Insert;0,002500;90
Insert;0,001600;63
Insert;0,004500;131
Insert;0,002700;90
Insert;0,001600;68
Insert;0,001800;90
Insert;0,001800;77
Insert;0,002200;95
Insert;0,001800;86
Insert;0,001800;72
Insert;0,001800;90
Insert;0,003500;131
Insert;0,001900;68
Insert;0,001800;63
Insert;0,002000;72
Insert;0,001400;68
Insert;0,001700;68
Insert;0,001400;50
Insert;0,002100;104
Insert;0,001800;90
Insert;0,002400;113
Insert;0,001800;81
Insert;0,001300;72
Insert;0,002800;95
Insert;0,001800;77
Insert;0,002600;77
Insert;0,001900;63
Insert;0,002900;108
Insert;0,001000;41
Insert;0,001600;54
Insert;0,001500;54
Insert;0,002700;108
Insert;0,002500;86
Insert;0,002300;108
Insert;0,001800;63
Insert;0,002200;68
Insert;0,002100;77
Insert;0,001200;45
Insert;0,002900;108
Insert;0,001500;59
Insert;0,001800;72
Insert;0,003100;108
Insert;0,002400;104
Insert;0,002100;68
Insert;0,002700;113
Insert;0,001500;54
Insert;0,002200;68
Insert;0,002100;86
Insert;0,002700;90
Insert;0,001600;63
Insert;0,002000;72
Insert;0,002300;72
Insert;0,003400;108
Insert;0,001300;59
Insert;0,003200;86
Insert;0,018800;63
Insert;0,003100;113
Insert;0,003600;113
Insert;0,002300;72
Insert;0,002400;108
Insert;0,002600;95
Insert;0,003700;135
Insert;0,002300;72
Insert;0,002000;72
Insert;0,002600;95
Insert;0,001200;41
Insert;0,001500;72
Insert;0,002900;108
Insert;0,003100;122
Insert;0,002300;77
Insert;0,002300;77
Insert;0,002000;68
Insert;0,002500;95
Insert;0,001600;50
Insert;0,002300;77
Insert;0,003200;90
Insert;0,001600;63
Insert;0,002300;81
Insert;0,002700;104
Insert;0,001900;68
Insert;0,002900;117
Insert;0,001100;59
Insert;0,001800;77
Insert;0,001900;90
Insert;0,001900;95
Insert;0,001700;81
Insert;0,001800;77
Insert;0,002800;131
Insert;0,001800;86
Insert;0,002000;95
Insert;0,001900;86
Insert;0,001000;50
Insert;0,001100;41
Insert;0,001600;81
Insert;0,001300;63
Insert;0,001900;86
Insert;0,002100;104
Insert;0,001600;59
Insert;0,001400;63
Insert;0,002200;99
Insert;0,002200;108
Insert;0,001600;72
Insert;0,001200;59
Insert;0,001400;72
Insert;0,002900;144
Insert;0,001500;50
Insert;0,001500;72
Insert;0,001800;95
Insert;0,001200;59
Insert;0,002100;95
Insert;0,000900;36
Insert;0,002500;117
Insert;0,200500;72
Insert;0,002000;68
Insert;0,002000;81
Insert;0,002700;95
Insert;0,002400;104
Insert;0,000800;36
Insert;0,002100;95
Insert;0,001100;50
Insert;0,001800;77
Insert;0,002600;108
Insert;0,001400;72
Insert;0,002000;90
Insert;0,001400;59
Insert;0,001600;72
Insert;0,000500;27
Insert;0,001500;77
Insert;0,001300;77
Insert;0,001800;90
Insert;0,001900;99
Insert;0,001200;59
Insert;0,001700;95
Insert;0,002300;108
Insert;0,002000;90
Insert;0,001400;72
Insert;0,003200;144
Insert;0,001800;86
Insert;0,001600;86
Insert;0,001200;63
Insert;0,001500;81
Insert;0,002000;95
Insert;0,002400;108
Insert;0,001800;95
Insert;0,001600;81
Insert;0,000900;41
Insert;0,002000;99
Insert;0,001000;59
Insert;0,002400;108
Insert;0,002000;90
Insert;0,000800;36
Insert;0,001900;90
Insert;0,002000;86
Insert;0,001700;81
Insert;0,002400;95
Insert;0,001400;81
Insert;0,001400;77
Insert;0,001300;72
Insert;0,001100;63
Insert;0,001800;86
Insert;0,001800;95
Insert;0,001600;77
Insert;0,001400;68
Insert;0,001800;90
Insert;0,001600;63
Insert;0,001300;72
Insert;0,001400;68
Insert;0,001900;90
Insert;0,002000;104
Insert;0,000900;54
Insert;0,002300;122
Insert;0,001800;86
Insert;0,001800;81
Insert;0,001900;86
Insert;0,001500;68
Insert;0,001400;68
Insert;0,001200;63
Insert;0,002700;126
Insert;0,001300;63
Insert;0,001200;59
Insert;0,001500;77
Insert;0,001000;50
Insert;0,001600;86
Insert;0,001400;63
Insert;0,001800;81
Insert;0,001600;95
Insert;0,001100;54
Insert;0,001600;68
Insert;0,001600;81
Insert;0,001800;90
Insert;0,009300;90
Insert;0,002000;86
Insert;0,002600;126
Insert;0,001500;77
Insert;0,001600;90
Insert;0,001900;90
Insert;0,001300;68
Insert;0,002100;104
Insert;0,001300;68
Insert;0,001000;50
Insert;0,001900;90
Insert;0,001600;68
Insert;0,001800;90
Insert;0,001700;81
Insert;0,001600;68
Insert;0,001100;54
Insert;0,002000;90
Insert;0,001300;68
Insert;0,001200;59
Insert;0,001500;81
Insert;0,002300;108
Insert;0,001300;72
Insert;0,001900;95
Insert;0,001100;54
Insert;0,001800;86
Insert;0,001700;77
Insert;0,001600;68
Insert;0,001700;77
Insert;0,036100;59
Insert;0,002000;68
Insert;0,000900;45
Insert;0,001500;68
Insert;0,002400;122
Insert;0,001600;81
Insert;0,001200;59
Insert;0,001500;81
Insert;0,002300;108
Insert;0,001500;72
Insert;0,051800;77
Insert;0,002900;95
Insert;0,002100;77
Insert;0,002700;104
Insert;0,002000;81
Insert;0,002900;122
